id_date,id_produit,id_client,id_region,id_livreur,quantite_vendue,montant_ht,montant_ttc,cout_livraison,delai_livraison_jours,remise_pct,statut_commande
20240402,14,61,4,1,6,26709.66,32051.59,,30.0,0.0,livré
20231226,1,166,9,40,6,78340.26,94008.31,,,0.0,retourné
20220317,8,1,13,8,10,82444.0,98932.8,,,0.0,livré
20240118,5,924,12,34,1,555.06,666.07,,,0.0,livré
20230917,2,1721,2,38,10,74954.9,89945.88,,,0.0,livré
20220124,12,2577,8,21,2,24415.6,29298.72,,,0.0,livré
20230808,13,165,3,31,6,12984.48,15581.38,,,0.0,en_cours
20240330,12,444,5,15,8,46090.96,55309.15,,,0.0,retourné
20240910,1,2810,14,41,5,28684.8,34421.76,,,0.0,livré
20230818,5,973,3,9,3,17750.79,21300.95,,,0.0,livré
20241213,13,37,5,33,4,27288.44,32746.13,,,0.0,annulé
20220908,4,976,2,24,7,68037.06,81644.47,,,0.0,retourné
20221024,7,2394,15,10,9,15761.25,18913.5,,27.0,0.0,livré
20240207,2,2198,1,33,7,79843.96,95812.75,,14.0,0.0,retourné
20230604,5,2199,9,27,4,32006.0,38407.2,,,0.0,annulé
20240202,15,2454,7,10,1,8391.18,10069.42,,,0.0,livré
20220512,9,1193,10,14,1,12356.97,14828.36,,,0.0,livré
20230217,11,1794,15,25,8,96307.84,115569.41,,,0.0,retourné
20220603,4,604,5,32,6,77469.42,92963.3,,,0.0,retourné
20240219,20,1114,11,35,9,105666.84,126800.21,,34.0,0.0,retourné
20230115,8,763,9,43,5,57138.8,68566.56,,,0.0,livré
20221201,7,1888,12,16,5,19596.15,23515.38,,,0.0,annulé
20231027,10,1,2,1,2,8552.12,10262.54,,,0.0,livré
20230925,5,1,3,7,10,145936.1,175123.32,,,0.0,livré
20240107,3,1967,1,41,3,16405.74,19686.89,,,0.0,en_cours
20220528,18,1239,7,5,6,55110.78,66132.94,,,0.0,retourné
20240830,3,1318,13,30,10,80678.2,96813.84,,,0.0,livré
20231022,4,1741,7,18,9,88464.33,106157.2,,,0.0,livré
20240616,14,1364,10,39,2,9583.24,11499.89,,,0.0,livré
20240915,14,2371,12,29,5,72343.2,86811.84,,,0.0,livré
20240824,8,389,12,42,3,9977.76,11973.31,,,0.0,annulé
20231013,16,1991,15,16,2,7550.78,9060.94,,,0.0,retourné
20220728,2,543,10,26,3,555.15,666.18,,,0.0,en_cours
20221005,19,2473,12,4,7,65078.23,78093.88,,,0.0,livré
20240430,8,2017,1,21,7,84604.8,101525.76,,,0.0,retourné
20230903,11,2055,3,39,5,58104.45,69725.34,,,0.0,livré
20230104,20,2756,7,51,7,20900.11,25080.13,,,0.0,en_cours
20230611,14,2594,10,14,6,71975.04,86370.05,,,0.0,livré
20240710,17,605,13,46,6,75621.84,90746.21,,,0.0,livré
20230528,10,71,3,3,6,16525.68,19830.82,,,0.0,annulé
20240506,12,2287,5,37,10,16482.1,19778.52,,,0.0,livré
20230513,15,1,2,13,6,47823.42,57388.1,,,0.0,livré
20240716,2,998,12,22,4,21879.0,26254.8,,,0.0,livré
20220112,8,438,13,47,1,12616.29,15139.55,,,0.0,livré
20220624,9,5,7,4,2,241.48,289.78,,,0.0,annulé
20220709,8,421,2,18,5,4403.7,5284.44,,,0.0,livré
20230929,2,343,1,48,9,117316.26,140779.51,,,0.0,en_cours
20230720,12,1848,3,43,4,45329.6,54395.52,,,0.0,annulé
20220627,11,1409,7,37,7,97718.39,117262.07,,51.0,0.0,livré
20220213,13,533,11,11,10,132111.3,158533.56,,,0.0,annulé
20240324,3,845,14,28,5,47462.75,56955.3,,,0.0,annulé
20220202,20,2651,7,47,10,89943.7,107932.44,,,0.0,en_cours
20221209,20,1,6,12,6,27443.94,32932.73,,,0.0,retourné
20220715,19,243,2,38,2,16436.34,19723.61,,,0.0,livré
20240606,17,1656,5,26,8,82020.0,98424.0,,,0.0,annulé
20240514,17,904,8,48,10,72652.4,87182.88,,,0.0,livré
20230710,19,45,12,30,6,82245.18,98694.22,,,0.0,annulé
20241206,20,59,9,3,5,57383.25,68859.9,,,0.0,livré
20230102,9,1613,15,45,1,5092.99,6111.59,,,0.0,livré
20230801,5,2014,6,50,2,3282.74,3939.29,,,0.0,livré
20240124,18,88,8,43,10,48282.4,57938.88,,,0.0,livré
20220618,10,1593,9,49,3,23869.71,28643.65,,,0.0,en_cours
20240728,12,56,9,25,5,17134.9,20561.88,,,0.0,livré
20220706,3,2739,8,6,6,27379.62,32855.54,,,0.0,retourné
20221102,10,820,8,30,2,5339.6,6407.52,,,0.0,livré
20240904,17,1847,7,33,9,11828.79,14194.55,,,0.0,livré
20220225,18,2338,3,22,8,869.12,1042.94,,,0.0,livré
20230408,7,2645,9,41,1,11584.78,13901.74,,,0.0,retourné
20240323,5,838,10,47,8,23028.88,27634.66,,,0.0,en_cours
20230802,15,1615,2,34,4,23568.16,28281.79,,,0.0,en_cours
20230325,5,371,6,47,1,6580.33,7896.4,,,0.0,en_cours
20230916,18,2343,10,42,2,11955.88,14347.06,,,0.0,retourné
20220221,8,1989,6,48,8,117034.4,140441.28,,,0.0,livré
20220127,8,2753,5,28,8,44471.6,53365.92,,,0.0,livré
20240214,18,1136,7,35,1,6732.14,8078.57,,,0.0,livré
20221020,6,1,5,33,9,112195.17,134634.2,,,0.0,livré
20221015,7,1338,15,6,7,14777.49,17732.99,,,0.0,livré
20220225,19,1264,9,24,10,92638.6,111166.32,,,0.0,en_cours
20230310,20,2678,11,34,10,39725.3,47670.36,,,0.0,annulé
20220910,2,634,5,34,3,1596.45,1915.74,,,0.0,livré
20230221,1,657,11,49,8,94114.56,112937.47,,,0.0,livré
20230517,9,1825,9,4,6,63522.42,76226.9,,,0.0,en_cours
20220719,17,402,9,5,10,35340.8,42408.96,,,0.0,retourné
20240130,3,2199,1,47,1,11989.38,14387.26,,,0.0,en_cours
20230528,5,1091,11,46,3,8067.06,9680.47,,,0.0,livré
20230207,6,945,8,43,2,14029.64,16835.57,,,0.0,livré
20230208,17,1627,1,17,2,25065.06,30078.07,,,0.0,livré
20221109,9,512,12,16,6,27370.38,32844.46,,,0.0,en_cours
20230501,4,2869,6,25,1,12555.77,15066.92,,,0.0,livré
20220608,1,1,3,19,9,13708.08,16449.7,,6.0,0.0,livré
20240609,14,2729,15,24,7,101064.46,121277.35,,,0.0,en_cours
20220921,6,1616,12,33,3,6265.83,7519.0,,,0.0,livré
20220513,9,1,14,43,7,93838.78,112606.54,,,0.0,livré
20220513,20,735,13,30,2,7770.18,9324.22,,,0.0,livré
20240911,14,2406,12,33,2,6908.62,8290.34,,,0.0,livré
20230622,20,691,11,31,7,79480.38,95376.46,,,0.0,livré
20221021,20,1556,9,4,4,11540.2,13848.24,,,0.0,livré
20220509,14,1929,4,26,7,57063.93,68476.72,,44.0,0.0,livré
20220821,15,1060,7,24,3,13084.83,15701.8,,,0.0,livré
20230926,16,718,12,50,4,55039.84,66047.81,,,0.0,livré
20240830,7,2660,15,1,4,28152.84,33783.41,,,0.0,retourné
20220324,20,427,1,31,5,35698.5,42838.2,,,0.0,livré
20230517,14,1596,3,8,7,78608.04,94329.65,,,0.0,annulé
20240522,14,1334,8,1,8,55003.76,66004.51,,,0.0,livré
20230930,20,525,12,19,8,27245.52,32694.62,,,0.0,en_cours
20240512,17,1141,14,1,2,16120.76,19344.91,,,0.0,retourné
20220717,17,1497,13,45,10,25902.1,31082.52,,,0.0,livré
20240907,7,1283,3,12,9,17692.38,21230.86,,,0.0,livré
20241012,2,1374,8,17,7,59346.35,71215.62,,,0.0,livré
20230222,10,1306,10,10,1,7595.11,9114.13,,,0.0,en_cours
20220503,14,532,14,6,4,55312.16,66374.59,,,0.0,en_cours
20220606,11,1505,4,18,3,43509.93,52211.92,,,0.0,livré
20220820,13,1187,1,17,10,85423.6,102508.32,,,0.0,livré
20220210,14,2535,12,30,2,3482.74,4179.29,,,0.0,livré
20240620,2,1800,5,9,6,65655.66,78786.79,,,0.0,en_cours
20220317,18,1185,14,13,8,22998.48,27598.18,,,0.0,livré
20230514,12,1389,7,48,2,5400.58,6480.7,,,0.0,livré
20240321,10,2116,13,12,1,13129.35,15755.22,,,0.0,livré
20220323,10,2690,5,21,2,11738.04,14085.65,,,0.0,livré
20240430,4,1903,8,9,7,9021.46,10825.75,,,0.0,livré
20221021,18,738,4,26,1,6519.77,7823.72,,,0.0,livré
20240418,1,1666,4,2,1,8893.36,10672.03,,37.0,0.0,livré
20240920,2,1074,10,49,8,65478.64,78574.37,,27.0,0.0,livré
20231228,3,1705,4,33,6,62119.86,74543.83,,,0.0,livré
20241119,13,593,15,32,6,46028.64,55234.37,,,0.0,livré
20240709,15,733,3,34,2,28484.18,34181.02,,,0.0,en_cours
20230224,12,528,5,35,5,65339.75,78407.7,,,0.0,retourné
20221011,2,1983,9,23,2,18372.34,22046.81,,,0.0,annulé
20220105,11,1537,14,44,2,22925.6,27510.72,,,0.0,livré
20240610,12,385,7,16,2,28079.58,33695.5,,,0.0,annulé
20221031,16,974,2,1,5,56055.35,67266.42,,,0.0,en_cours
20221014,20,1332,11,25,9,40565.61,48678.73,,,0.0,livré
20220303,8,1190,13,40,1,4899.45,5879.34,,,0.0,livré
20240531,12,1689,14,44,7,77146.79,92576.15,,,0.0,retourné
20220923,12,2246,1,27,8,33997.6,40797.12,,,0.0,livré
20220714,9,893,9,38,9,109053.09,130863.71,,,0.0,livré
20231116,7,61,13,39,4,28168.28,33801.94,,,0.0,en_cours
20240301,18,2621,13,37,1,10972.48,13166.98,,,0.0,livré
20230212,15,2323,14,39,5,24691.9,29630.28,,,0.0,livré
20230117,10,585,6,44,6,76004.76,91205.71,,,0.0,en_cours
20221015,17,758,5,42,6,59342.64,71211.17,,,0.0,livré
20230203,9,2453,2,20,1,1210.23,1452.28,,,0.0,livré
20231016,7,2115,14,11,5,63836.7,76604.04,,,0.0,en_cours
20221006,6,1676,15,7,1,8886.2,10663.44,,,0.0,livré
20240725,16,2157,8,25,6,38108.88,45730.66,,,0.0,livré
20240806,2,1,1,20,10,57979.7,69575.64,,,0.0,en_cours
20240208,19,2519,6,14,2,596.3,715.56,,,0.0,livré
20240630,8,1908,8,27,2,25378.82,30454.58,,16.0,0.0,retourné
20241124,12,1840,14,33,5,16277.25,19532.7,,,0.0,livré
20240122,10,348,11,22,7,42802.41,51362.89,,,0.0,en_cours
20220524,1,1034,14,44,6,53112.9,63735.48,,,0.0,livré
20231030,11,969,7,40,1,2523.93,3028.72,,,0.0,annulé
20240915,2,128,6,30,9,60745.77,72894.92,,,0.0,livré
20231016,15,2795,6,17,2,6018.94,7222.73,,,0.0,livré
20220322,3,137,3,13,3,15235.68,18282.82,,,0.0,livré
20220924,4,2138,13,23,3,33929.25,40715.1,,,0.0,retourné
20220121,6,983,14,6,7,21219.1,25462.92,,,0.0,livré
20220721,4,1940,12,36,4,22287.0,26744.4,,,0.0,en_cours
20230729,13,1163,9,28,8,10827.84,12993.41,,,0.0,livré
20220509,13,1831,12,23,6,59593.74,71512.49,,,0.0,annulé
20240224,10,667,1,25,3,17582.85,21099.42,,,0.0,annulé
20241104,12,1365,4,8,6,21805.26,26166.31,,,0.0,livré
20220103,20,2472,9,13,1,926.67,1112.0,,,0.0,livré
20240423,17,1,3,16,7,44457.14,53348.57,,,0.0,livré
20230522,1,2794,5,48,3,26457.75,31749.3,,,0.0,livré
20240815,8,2830,1,43,2,9306.76,11168.11,,,0.0,annulé
20220920,4,2259,12,50,4,53729.0,64474.8,,,0.0,livré
20230305,6,2845,11,24,2,29300.08,35160.1,,,0.0,en_cours
20240925,4,2722,4,4,2,26027.32,31232.78,,,0.0,livré
20240226,16,2069,6,51,5,54203.7,65044.44,,,0.0,livré
20230108,12,2541,14,31,8,51824.72,62189.66,,,0.0,retourné
20220917,6,247,8,1,8,64299.68,77159.62,,,0.0,en_cours
20240127,5,30,10,5,8,45279.44,54335.33,,,0.0,livré
20230613,1,132,9,35,9,48824.64,58589.57,,,0.0,en_cours
20220725,20,198,3,3,1,11763.14,14115.77,,,0.0,en_cours
20220914,3,1058,9,50,10,108643.3,130371.96,,,0.0,livré
20231117,9,1004,10,43,9,73940.67,88728.8,,,0.0,livré
20220531,4,947,11,40,7,96687.15,116024.58,,,0.0,annulé
20220620,7,1026,1,24,6,9672.96,11607.55,,,0.0,livré
20230315,15,1059,13,3,2,23556.72,28268.06,,,0.0,livré
20240802,6,826,15,5,8,7176.96,8612.35,,,0.0,livré
20220807,4,655,15,35,4,58351.72,70022.06,,,0.0,retourné
20220416,17,1631,6,16,6,56924.16,68308.99,,,0.0,livré
20221112,7,1097,3,44,4,41856.24,50227.49,,,0.0,livré
20220415,7,1416,15,18,1,4778.36,5734.03,,,0.0,livré
20220804,11,1,1,37,6,84033.36,100840.03,,,0.0,livré
20230106,6,289,8,24,4,8553.16,10263.79,,,0.0,livré
20230119,4,2305,7,35,7,24007.34,28808.81,,,0.0,en_cours
20220813,15,1243,4,1,6,72226.62,86671.94,,,0.0,en_cours
20220110,8,937,1,19,6,2704.5,3245.4,,,0.0,annulé
20221227,6,1171,5,36,8,49979.28,59975.14,,,0.0,retourné
20221024,7,1721,5,25,1,6696.7,8036.04,,,0.0,livré
20230115,16,2412,10,13,7,14325.5,17190.6,,,0.0,livré
20241214,17,484,2,12,2,17905.04,21486.05,,,0.0,livré
20221022,13,2153,3,10,9,34038.36,40846.03,,,0.0,annulé
20230213,14,1213,8,44,3,14213.94,17056.73,,,0.0,en_cours
20240624,3,2849,10,6,10,91852.4,110222.88,,,0.0,annulé
20241020,6,278,1,49,4,57526.36,69031.63,,,0.0,livré
20230613,17,2582,5,33,10,115922.4,139106.88,,,0.0,retourné
20220419,11,1069,15,7,2,6151.42,7381.7,,,0.0,livré
20240119,9,1728,12,18,7,19752.11,23702.53,,,0.0,livré
20240405,17,2830,4,9,4,44345.28,53214.34,,,0.0,retourné
20240409,2,68,6,38,1,10237.21,12284.65,,,0.0,annulé
20221130,11,2535,12,44,8,102328.32,122793.98,,,0.0,en_cours
20230210,17,1128,8,31,8,86244.32,103493.18,,,0.0,livré
20220731,14,1922,4,2,5,24514.5,29417.4,,,0.0,livré
20240201,18,1574,11,13,2,29242.98,35091.58,,,0.0,livré
20240822,16,926,2,36,9,80192.79,96231.35,,,0.0,livré
20220328,7,1474,2,38,8,63492.72,76191.26,,,0.0,livré
20231215,17,1918,2,13,3,17086.56,20503.87,,,0.0,livré
20240910,2,2428,15,7,6,84900.54,101880.65,,,0.0,livré
20221008,6,1104,8,32,6,62925.9,75511.08,,,0.0,livré
20230502,18,1666,13,48,6,80947.32,97136.78,,,0.0,en_cours
20220709,17,1916,9,10,6,88002.54,105603.05,,,0.0,livré
20230426,14,536,11,29,5,24847.75,29817.3,,,0.0,retourné
20230608,7,2744,2,44,2,14837.04,17804.45,,,0.0,livré
20240814,4,1,2,48,9,115607.97,138729.56,,,0.0,en_cours
20240120,7,1144,9,44,1,1611.66,1933.99,,,0.0,livré
20241117,20,1280,5,24,6,57737.76,69285.31,,,0.0,livré
20230719,8,395,12,18,1,9219.74,11063.69,,,0.0,en_cours
20220131,4,1022,14,12,4,48630.48,58356.58,,,0.0,annulé
20221021,2,471,9,39,10,136855.1,164226.12,,,0.0,en_cours
20220918,5,2236,2,40,8,77658.88,93190.66,,5.0,0.0,livré
20220215,9,2216,4,34,10,12053.7,14464.44,,,0.0,annulé
20241007,15,2644,8,23,8,4899.52,5879.42,,,0.0,en_cours
20231214,11,437,5,8,4,53301.48,63961.78,,,0.0,livré
20231204,11,480,9,40,6,51521.28,61825.54,,,0.0,livré
20220822,3,1,2,2,1,13589.08,16306.9,,,0.0,livré
20231009,12,2327,15,2,9,10568.34,12682.01,,,0.0,en_cours
20240415,14,402,10,2,7,84056.56,100867.87,,,0.0,livré
20240923,3,2455,10,44,7,67893.91,81472.69,,,0.0,livré
20220626,9,2499,8,47,10,102872.8,123447.36,,,0.0,en_cours
20240511,20,921,9,45,7,700.35,840.42,,,0.0,livré
20240602,20,1432,3,49,3,9308.1,11169.72,,,0.0,livré
20230110,7,2770,8,51,4,38748.76,46498.51,,,0.0,en_cours
20230605,18,1835,5,4,10,95901.8,115082.16,,,0.0,livré
20230331,2,971,14,11,2,25379.72,30455.66,,,0.0,livré
20240920,2,2145,7,1,10,34742.5,41691.0,,,0.0,en_cours
20221024,20,1,9,5,3,21512.04,25814.45,,,0.0,livré
20230414,4,1927,11,22,6,24586.38,29503.66,,,0.0,livré
20220528,19,678,9,5,2,10200.46,12240.55,,,0.0,livré
20240210,20,2651,11,16,9,119435.49,143322.59,,,0.0,en_cours
20240806,7,1792,8,37,6,76765.2,92118.24,,,0.0,livré
20220224,14,1830,3,16,7,55775.58,66930.7,,,0.0,en_cours
20241219,13,2153,11,1,7,66708.11,80049.73,,,0.0,livré
20230831,15,1995,11,24,2,7176.32,8611.58,,,0.0,livré
20241117,9,2712,6,9,6,67779.3,81335.16,,,0.0,livré
20230103,12,2135,4,2,2,23199.2,27839.04,,,0.0,livré
20220307,13,1876,8,10,7,48209.77,57851.72,,,0.0,en_cours
20240704,16,186,13,20,2,8774.58,10529.5,,,0.0,en_cours
20240130,16,2096,4,3,7,34138.02,40965.62,,,0.0,livré
20220517,18,339,15,1,10,50548.1,60657.72,,,0.0,livré
20231103,15,685,10,44,8,46365.04,55638.05,,,0.0,livré
20231019,12,281,2,33,7,808.01,969.61,,,0.0,livré
20240107,7,1,8,2,10,91474.2,109769.04,,,0.0,livré
20230525,2,2394,12,50,9,19468.35,23362.02,,,0.0,en_cours
20220618,8,2383,6,26,9,20602.71,24723.25,,,0.0,livré
20220602,20,1368,14,24,3,16902.33,20282.8,,,0.0,livré
20230604,7,567,9,16,10,127922.5,153507.0,,,0.0,livré
20220702,12,741,7,41,1,14056.46,16867.75,,,0.0,livré
20240126,9,2110,15,16,1,7968.9,9562.68,,,0.0,livré
20241215,6,1,8,38,10,75761.4,90913.68,,,0.0,annulé
20240322,6,310,6,39,8,84836.24,101803.49,,,0.0,en_cours
20240821,15,1896,7,35,9,45862.65,55035.18,,,0.0,livré
20221025,10,1276,8,20,1,13402.55,16083.06,,,0.0,livré
20231011,7,615,7,47,5,70045.75,84054.9,,,0.0,livré
20230127,11,1308,2,21,5,21009.7,25211.64,,,0.0,livré
20230114,12,2339,5,51,10,90934.1,109120.92,,,0.0,livré
20220501,14,55,15,49,8,61436.64,73723.97,,,0.0,retourné
20231231,6,2628,14,18,9,44669.25,53603.1,,,0.0,en_cours
20221023,16,624,15,7,4,36188.12,43425.74,,,0.0,livré
20220425,7,548,7,38,2,19273.68,23128.42,,,0.0,en_cours
20240703,13,1794,5,25,2,2121.72,2546.06,,,0.0,en_cours
20231108,5,1536,14,27,1,9986.95,11984.34,,,0.0,en_cours
20240125,4,1813,1,38,4,53508.24,64209.89,,,0.0,livré
20241012,12,693,3,35,3,36151.41,43381.69,,,0.0,livré
20220413,15,2244,1,2,5,22054.0,26464.8,,,0.0,en_cours
20241018,1,1215,8,34,1,4486.46,5383.75,,,0.0,annulé
20230508,11,705,10,26,7,74973.01,89967.61,,,0.0,livré
20230312,14,984,3,27,4,38092.52,45711.02,,,0.0,livré
20220108,11,1727,11,33,4,41729.92,50075.9,,,0.0,en_cours
20220524,15,1282,8,14,6,53574.06,64288.87,,,0.0,retourné
20220902,12,2407,4,39,1,1929.9,2315.88,,,0.0,livré
20240814,11,2058,10,4,4,23908.24,28689.89,,52.0,0.0,livré
20240411,12,1676,15,46,1,11104.94,13325.93,,,0.0,livré
